# This is an example, not all realizations of the atomic data are saved
# Time Stamp = Wed Feb 10 08:11:00 2016
# 
# Perturbing the effective collision strengths 
#   Ground config sigma = 0.10
#   Other config sigma  = 0.10
#
#        CONF       LEVEL1       LEVEL2        SIGMA          RND
            1            5           95          0.1         0.97
            1            5           96          0.1         0.88
            1            5           97          0.1         0.93
            1            5           98          0.1         0.73
            1            5           99          0.1         0.91
            1            5          100          0.1         1.07
            1            5          101          0.1         1.05
            1            5          102          0.1         0.79
            1            5          103          0.1         0.98
            1            5          104          0.1         0.99
            1            5          105          0.1         0.98
            1            5          106          0.1         0.97
            1            5          107          0.1         0.98
            1            5          108          0.1         1.14
            1            5          109          0.1         1.02
            1            5          110          0.1         1.14
            1            5          111          0.1         1.16
            1            5          112          0.1         0.90
            1            5          113          0.1         1.01
            1            5          114          0.1         1.00
            1            5          115          0.1         0.91
            1            5          116          0.1         1.01
            1            5          117          0.1         0.91
            1            5          118          0.1         0.89
            1            5          119          0.1         1.10
            1            5          120          0.1         0.98
            1            5          121          0.1         1.06
            1            5          122          0.1         1.13
            1            5          123          0.1         1.00
            1            5          124          0.1         0.88
            1            5          125          0.1         1.16
            1            5          126          0.1         1.14
            1            5          127          0.1         1.19
            1            5          128          0.1         1.07
            1            5          129          0.1         0.92
            1            5          130          0.1         0.90
            1            5          131          0.1         1.02
            1            5          132          0.1         0.99
            1            5          133          0.1         0.94
            1            5          134          0.1         0.94
            1            5          135          0.1         1.05
            1            5          136          0.1         1.17
            1            5          137          0.1         0.95
            1            5          138          0.1         0.89
            1            5          139          0.1         1.16
            1            5          140          0.1         0.77
            1            5          141          0.1         0.83
            1            5          142          0.1         1.10
            1            5          143          0.1         1.06
            1            5          144          0.1         1.08
            1            5          145          0.1         0.96
            1            5          146          0.1         0.98
            1            5          147          0.1         0.98
            1            5          148          0.1         1.05
            1            5          149          0.1         0.96
            1            5          150          0.1         1.14
            1            5          151          0.1         0.87
            1            5          152          0.1         0.92
            1            5          153          0.1         0.96
            1            5          154          0.1         0.96
            1            5          155          0.1         0.87
            1            5          156          0.1         1.06
            1            5          157          0.1         0.90
            1            5          158          0.1         1.03
            1            5          159          0.1         1.08
            1            5          160          0.1         0.80
            1            5          161          0.1         0.96
            1            5          162          0.1         0.91
            1            5          163          0.1         0.95
            1            5          164          0.1         0.99
            1            5          165          0.1         1.02
            1            5          166          0.1         1.00
            1            5          167          0.1         1.02
            1            5          168          0.1         1.09
            1            5          169          0.1         0.82
            1            5          170          0.1         1.02
            1            5          171          0.1         1.08
            1            5          172          0.1         1.01
            1            5          173          0.1         1.04
            1            5          174          0.1         1.01
            1            5          175          0.1         0.96
            1            5          176          0.1         0.99
            1            5          177          0.1         0.99
            1            5          178          0.1         1.08
            1            5          179          0.1         1.08
            1            5          180          0.1         1.06
            1            5          181          0.1         1.14
            1            5          182          0.1         1.14
            1            5          183          0.1         1.05
            1            5          184          0.1         0.84
            1            5          185          0.1         0.85
            1            5          186          0.1         0.83
            1            5          187          0.1         0.99
            1            5          188          0.1         0.96
            1            5          189          0.1         0.93
            1            5          190          0.1         1.03
            1            5          191          0.1         1.20
            1            5          192          0.1         1.06
            1            5          193          0.1         1.02
            1            5          194          0.1         1.05
            1            5          195          0.1         0.98
            1            5          196          0.1         1.10
            1            5          197          0.1         1.17
            1            5          198          0.1         0.90
            1            5          199          0.1         1.01
            1            5          200          0.1         0.87
            1            5          201          0.1         0.93
            1            5          202          0.1         1.03
            1            5          203          0.1         1.02
            1            5          204          0.1         1.01
            1            5          205          0.1         1.08
            1            5          206          0.1         0.93
            1            5          207          0.1         0.97
            1            5          208          0.1         1.00
            1            5          209          0.1         1.06
            1            5          210          0.1         0.72
            1            5          211          0.1         0.84
            1            5          212          0.1         1.04
            1            5          213          0.1         1.05
            1            5          214          0.1         1.17
            1            5          215          0.1         1.15
            1            5          216          0.1         1.11
            1            5          217          0.1         0.95
            1            5          218          0.1         0.93
            1            5          219          0.1         1.11
            1            5          220          0.1         1.03
            1            5          221          0.1         0.87
            1            5          222          0.1         0.91
            1            5          223          0.1         0.95
            1            5          224          0.1         0.99
            1            5          225          0.1         1.03
            1            5          226          0.1         1.02
            1            5          227          0.1         1.08
            1            5          228          0.1         1.04
            1            5          229          0.1         0.94
            1            5          230          0.1         0.98
            1            5          231          0.1         0.99
            1            5          232          0.1         1.01
            1            5          233          0.1         0.75
            1            5          234          0.1         0.94
            1            5          235          0.1         1.13
            1            5          236          0.1         0.99
            1            5          237          0.1         1.05
            1            5          238          0.1         0.89
            1            5          239          0.1         1.07
            1            5          240          0.1         0.87
            1            5          241          0.1         0.89
            1            5          242          0.1         1.05
            1            5          243          0.1         1.16
            1            5          244          0.1         0.98
            1            5          245          0.1         1.12
            1            5          246          0.1         1.03
            1            5          247          0.1         1.03
            1            5          248          0.1         0.99
            1            5          249          0.1         0.96
            1            5          250          0.1         1.03
            1            5          251          0.1         0.88
            1            5          252          0.1         1.08
            1            5          253          0.1         1.10
            1            5          254          0.1         1.09
            1            5          255          0.1         0.88
            1            5          256          0.1         0.93
            1            5          257          0.1         1.14
            1            5          258          0.1         0.97
            1            5          259          0.1         1.27
            1            5          260          0.1         0.97
            1            5          261          0.1         1.08
            1            5          262          0.1         1.03
            1            5          263          0.1         0.91
            1            5          264          0.1         0.98
            1            5          265          0.1         1.13
            1            5          266          0.1         1.07
            1            5          267          0.1         0.91
            1            5          268          0.1         0.98
            1            5          269          0.1         1.05
            1            5          270          0.1         1.07
            1            5          271          0.1         0.90
            1            5          272          0.1         0.89
            1            5          273          0.1         1.02
            1            5          274          0.1         0.99
            1            5          275          0.1         0.99
            1            5          276          0.1         0.93
            1            5          277          0.1         1.16
            1            5          278          0.1         0.90
            1            5          279          0.1         0.82
            1            5          280          0.1         1.05
            1            5          281          0.1         1.02
            1            5          282          0.1         0.99
            1            5          283          0.1         0.91
            1            5          284          0.1         1.03
            1            5          285          0.1         0.92
            1            5          286          0.1         0.89
            1            5          287          0.1         0.97
            1            5          288          0.1         1.02
            1            5          289          0.1         1.09
            1            5          290          0.1         0.96
            1            5          291          0.1         0.86
            1            5          292          0.1         1.05
            1            5          293          0.1         1.02
            1            5          294          0.1         0.95
            1            5          295          0.1         1.04
            1            5          296          0.1         0.78
            1            5          297          0.1         0.85
            1            5          298          0.1         1.02
            1            5          299          0.1         1.08
            1            5          300          0.1         1.07
            1            5          301          0.1         1.06
            1            5          302          0.1         0.95
            1            5          303          0.1         1.07
            1            5          304          0.1         1.02
            1            5          305          0.1         1.07
            1            5          306          0.1         0.94
            1            5          307          0.1         1.00
            1            5          308          0.1         0.99
            1            5          309          0.1         0.98
            1            5          310          0.1         0.99
            1            5          311          0.1         1.20
            1            5          312          0.1         0.85
            1            5          313          0.1         0.98
            1            5          314          0.1         1.08
            1            5          315          0.1         0.93
            1            5          316          0.1         0.79
            1            5          317          0.1         0.85
            1            5          318          0.1         1.07
            1            5          319          0.1         0.96
            1            5          320          0.1         1.03
            1            5          321          0.1         1.08
            1            5          322          0.1         0.93
            1            5          323          0.1         1.01
            1            5          324          0.1         0.79
            1            5          325          0.1         0.96
            1            5          326          0.1         0.98
            1            5          327          0.1         0.98
            1            5          328          0.1         0.89
            1            5          329          0.1         1.02
            1            5          330          0.1         1.00
            1            5          331          0.1         1.11
            1            5          332          0.1         1.13
            1            5          333          0.1         1.06
            1            5          334          0.1         0.78
            1            5          335          0.1         0.98
            1            5          336          0.1         1.19
            1            5          337          0.1         0.97
            1            5          338          0.1         0.91
            1            5          339          0.1         0.97
            1            5          340          0.1         1.02
            1            5          341          0.1         1.05
            1            5          342          0.1         0.98
            1            5          343          0.1         1.03
            1            5          344          0.1         1.01
            1            5          345          0.1         0.98
            1            5          346          0.1         1.04
            1            5          347          0.1         1.03
            1            5          348          0.1         0.91
            1            5          349          0.1         1.27
            1            5          350          0.1         1.06
            1            5          351          0.1         1.04
            1            5          352          0.1         1.05
            1            5          353          0.1         1.06
            1            5          354          0.1         0.83
            1            5          355          0.1         0.96
            1            5          356          0.1         0.91
            1            5          357          0.1         0.99
            1            5          358          0.1         0.83
            1            5          359          0.1         1.00
            1            5          360          0.1         1.12
            1            5          361          0.1         0.71
            1            5          362          0.1         1.10
            1            5          363          0.1         1.03
            1            5          364          0.1         1.05
            1            5          365          0.1         1.08
            1            5          366          0.1         1.14
            1            5          367          0.1         0.99
            1            5          368          0.1         1.09
            1            5          369          0.1         0.85
            1            5          370          0.1         1.00
            1            5          371          0.1         0.98
            1            5          372          0.1         0.90
            1            5          373          0.1         0.95
            1            5          374          0.1         1.08
            1            5          375          0.1         0.93
            1            5          376          0.1         0.99
            1            5          377          0.1         1.04
            1            5          378          0.1         1.19
            1            5          379          0.1         1.06
            1            5          380          0.1         1.22
            1            5          381          0.1         0.92
            1            5          382          0.1         1.04
            1            5          383          0.1         1.01
            1            5          384          0.1         1.03
            1            5          385          0.1         1.18
            1            5          386          0.1         1.24
            1            5          387          0.1         1.05
            1            5          388          0.1         1.10
            1            5          389          0.1         1.02
            1            5          390          0.1         1.07
            1            5          391          0.1         0.96
            1            5          392          0.1         0.79
            1            5          393          0.1         0.85
            1            5          394          0.1         1.03
            1            5          395          0.1         0.95
            1            5          396          0.1         0.98
            1            5          397          0.1         0.99
            1            5          398          0.1         0.91
            1            5          399          0.1         1.12
            1            5          400          0.1         0.89
            1            5          401          0.1         1.00
            1            5          402          0.1         0.99
            1            5          403          0.1         1.06
            1            5          404          0.1         1.00
            1            5          405          0.1         0.82
            1            5          406          0.1         0.89
            1            5          407          0.1         1.06
            1            5          408          0.1         0.98
            1            5          409          0.1         1.05
            1            5          410          0.1         1.03
            1            5          411          0.1         0.79
            1            5          412          0.1         0.76
            1            5          413          0.1         1.00
            1            5          414          0.1         0.93
            1            5          415          0.1         0.96
            1            5          416          0.1         1.07
            1            5          417          0.1         1.20
            1            5          418          0.1         0.80
            1            5          419          0.1         0.95
            1            5          420          0.1         1.03
            1            5          421          0.1         1.01
            1            5          422          0.1         1.18
            1            5          423          0.1         1.04
            1            5          424          0.1         0.98
            1            5          425          0.1         0.96
            1            5          426          0.1         0.87
            1            5          427          0.1         0.76
            1            5          428          0.1         1.07
            1            5          429          0.1         0.95
            1            5          430          0.1         0.98
            1            5          431          0.1         1.07
            1            5          432          0.1         0.93
            1            5          433          0.1         1.03
            1            5          434          0.1         1.07
            1            5          435          0.1         1.13
            1            5          436          0.1         0.79
            1            5          437          0.1         0.76
            1            5          438          0.1         1.05
            1            5          439          0.1         0.85
            1            5          440          0.1         0.93
            1            5          441          0.1         1.00
            1            5          442          0.1         0.97
            1            5          443          0.1         1.01
            1            5          444          0.1         0.90
            1            5          445          0.1         1.01
            1            5          446          0.1         0.94
            1            5          447          0.1         1.03
            1            5          448          0.1         1.10
            1            5          449          0.1         0.90
            1            5          450          0.1         0.96
            1            5          451          0.1         0.95
            1            5          452          0.1         0.92
            1            5          453          0.1         0.93
            1            5          454          0.1         1.05
            1            5          455          0.1         0.90
            1            5          456          0.1         0.97
            1            5          457          0.1         1.03
            1            5          458          0.1         1.06
            1            5          459          0.1         1.00
            1            5          460          0.1         0.97
            1            5          461          0.1         1.01
            1            5          462          0.1         0.95
            1            5          463          0.1         1.05
            1            5          464          0.1         0.95
            1            5          465          0.1         0.95
            1            5          466          0.1         1.05
            1            5          467          0.1         1.06
            1            5          468          0.1         0.98
            1            5          469          0.1         0.95
            1            5          470          0.1         1.10
            1            5          471          0.1         0.82
            1            5          472          0.1         1.08
            1            5          473          0.1         0.92
            1            5          474          0.1         0.92
            1            5          475          0.1         1.03
            1            5          476          0.1         0.89
            1            5          477          0.1         0.98
            1            5          478          0.1         0.94
            1            5          479          0.1         0.94
            1            5          480          0.1         0.87
            1            5          481          0.1         0.95
            1            5          482          0.1         0.86
            1            5          483          0.1         1.03
            1            5          484          0.1         1.11
            1            5          485          0.1         1.06
            1            5          486          0.1         1.03
            1            5          487          0.1         0.92
            1            5          488          0.1         0.83
            1            5          489          0.1         0.93
            1            5          490          0.1         0.96
            1            5          491          0.1         0.85
            1            5          492          0.1         0.78
            1            5          493          0.1         0.90
            1            5          494          0.1         1.08
            1            5          495          0.1         1.14
            1            5          496          0.1         0.99
            1            5          497          0.1         0.93
            1            5          498          0.1         1.00
            1            5          499          0.1         0.90
            1            5          500          0.1         1.01
            1            5          501          0.1         1.04
            1            5          502          0.1         0.90
            1            5          503          0.1         0.89
            1            5          504          0.1         0.92
            1            5          505          0.1         1.01
            1            5          506          0.1         1.10
            1            5          507          0.1         0.85
            1            5          508          0.1         0.89
            1            5          509          0.1         0.94
            1            5          510          0.1         1.06
            1            5          511          0.1         1.08
            1            5          512          0.1         1.17
            1            5          513          0.1         0.94
            1            5          514          0.1         0.91
            1            5          515          0.1         0.91
            1            5          516          0.1         0.84
            1            5          517          0.1         1.02
            1            5          518          0.1         1.04
            1            5          519          0.1         1.02
            1            5          520          0.1         0.99
            1            5          521          0.1         1.06
            1            5          522          0.1         1.08
            1            5          523          0.1         1.00
            1            5          524          0.1         1.02
            1            5          525          0.1         1.03
            1            5          526          0.1         1.13
            1            5          527          0.1         1.02
            1            5          528          0.1         1.24
            1            5          529          0.1         1.06
            1            5          530          0.1         1.02
            1            5          531          0.1         1.08
            1            5          532          0.1         0.95
            1            5          533          0.1         0.99
            1            5          534          0.1         0.92
            1            5          535          0.1         1.00
            1            5          536          0.1         0.85
            1            5          537          0.1         1.28
            1            5          538          0.1         0.99
            1            5          539          0.1         0.96
            1            5          540          0.1         0.89
            1            5          541          0.1         1.09
            1            5          542          0.1         1.04
            1            5          543          0.1         0.99
            1            5          544          0.1         0.96
            1            5          545          0.1         0.95
            1            5          546          0.1         1.01
            1            5          547          0.1         0.97
            1            5          548          0.1         0.99
            1            5          549          0.1         0.96
            1            5          550          0.1         0.99
            1            5          551          0.1         0.88
            1            5          552          0.1         1.04
            1            5          553          0.1         1.05
            1            5          554          0.1         1.16
            1            5          555          0.1         1.01
            1            5          556          0.1         0.98
            1            5          557          0.1         1.05
            1            5          558          0.1         1.04
            1            5          559          0.1         0.88
            1            5          560          0.1         0.86
            1            5          561          0.1         1.00
            1            5          562          0.1         1.06
            1            5          563          0.1         1.02
            1            5          564          0.1         0.98
            1            5          565          0.1         0.91
            1            5          566          0.1         0.98
            1            5          567          0.1         0.91
            1            5          568          0.1         0.97
            1            5          569          0.1         0.86
            1            5          570          0.1         1.01
            1            5          571          0.1         0.81
            1            5          572          0.1         0.95
            1            5          573          0.1         1.06
            1            5          574          0.1         1.06
            1            5          575          0.1         1.03
            1            5          576          0.1         0.94
            1            5          577          0.1         0.98
            1            5          578          0.1         1.00
            1            5          579          0.1         1.13
            1            5          580          0.1         1.09
            1            5          581          0.1         0.92
            1            5          582          0.1         1.03
            1            5          583          0.1         0.96
            1            5          584          0.1         0.88
            1            5          585          0.1         0.65
            1            5          586          0.1         1.08
            1            5          587          0.1         1.16
            1            5          588          0.1         0.97
            1            5          589          0.1         1.03
            1            5          590          0.1         0.94
            1            5          591          0.1         0.94
            1            5          592          0.1         0.97
            1            5          593          0.1         0.97
            1            5          594          0.1         0.97
            1            5          595          0.1         1.01
            1            5          596          0.1         1.01
            1            5          597          0.1         1.10
            1            5          598          0.1         0.96
            1            5          599          0.1         1.00
            1            5          600          0.1         0.97
            1            5          601          0.1         1.00
            1            5          602          0.1         1.04
            1            5          603          0.1         1.11
            1            5          604          0.1         0.94
            1            5          605          0.1         1.18
            1            5          606          0.1         1.06
            1            5          607          0.1         1.03
            1            5          608          0.1         0.99
            1            5          609          0.1         1.04
            1            5          610          0.1         1.17
            1            5          611          0.1         1.02
            1            5          612          0.1         1.03
            1            5          613          0.1         1.04
            1            5          614          0.1         0.93
            1            5          615          0.1         0.99
            1            5          616          0.1         1.09
            1            5          617          0.1         1.09
            1            5          618          0.1         0.99
            1            5          619          0.1         1.08
            1            5          620          0.1         0.96
            1            5          621          0.1         1.01
            1            5          622          0.1         1.05
            1            5          623          0.1         1.00
            1            5          624          0.1         0.96
            1            5          625          0.1         0.86
            1            5          626          0.1         0.99
            1            5          627          0.1         1.00
            1            5          628          0.1         1.01
            1            5          629          0.1         0.87
            1            5          630          0.1         1.05
            1            5          631          0.1         1.11
            1            5          632          0.1         1.09
            1            5          633          0.1         0.89
            1            5          634          0.1         0.98
            1            5          635          0.1         0.95
            1            5          636          0.1         1.10
            1            5          637          0.1         1.05
            1            5          638          0.1         0.98
            1            5          639          0.1         1.05
            1            5          640          0.1         1.23
            1            5          641          0.1         1.06
            1            5          642          0.1         1.10
            1            5          643          0.1         0.91
            1            5          644          0.1         0.96
            1            5          645          0.1         0.87
            1            5          646          0.1         1.08
            1            5          647          0.1         1.23
            1            5          648          0.1         1.01
            1            5          649          0.1         0.97
            1            5          650          0.1         0.99
            1            5          651          0.1         0.95
            1            5          652          0.1         0.78
            1            5          653          0.1         0.95
            1            5          654          0.1         1.10
            1            5          655          0.1         0.79
            1            5          656          0.1         0.98
            1            5          657          0.1         1.04
            1            5          658          0.1         1.01
            1            5          659          0.1         1.15
            1            5          660          0.1         0.95
            1            5          661          0.1         0.96
            1            5          662          0.1         1.09
            1            5          663          0.1         1.19
            1            5          664          0.1         1.05
            1            5          665          0.1         0.92
            1            5          666          0.1         1.08
            1            5          667          0.1         1.02
            1            5          668          0.1         1.01
            1            5          669          0.1         0.96
            1            5          670          0.1         0.92
            1            5          671          0.1         1.06
            1            5          672          0.1         0.99
            1            5          673          0.1         1.10
            1            5          674          0.1         1.02
            1            5          675          0.1         1.07
            1            5          676          0.1         1.10
            1            5          677          0.1         1.09
            1            5          678          0.1         0.97
            1            5          679          0.1         0.93
            1            5          680          0.1         1.09
            1            5          681          0.1         0.96
            1            5          682          0.1         1.03
            1            5          683          0.1         1.17
            1            5          684          0.1         1.04
            1            5          685          0.1         1.03
            1            5          686          0.1         1.05
            1            5          687          0.1         1.18
            1            5          688          0.1         0.83
            1            5          689          0.1         1.01
            1            5          690          0.1         0.77
            1            5          691          0.1         0.96
            1            5          692          0.1         0.96
            1            5          693          0.1         1.04
            1            5          694          0.1         1.26
            1            5          695          0.1         0.95
            1            5          696          0.1         1.10
            1            5          697          0.1         0.91
            1            5          698          0.1         0.89
            1            5          699          0.1         0.94
            1            5          700          0.1         1.02
            1            5          701          0.1         0.81
            1            5          702          0.1         1.15
            1            5          703          0.1         0.95
            1            5          704          0.1         1.02
            1            5          705          0.1         0.96
            1            5          706          0.1         1.18
            1            5          707          0.1         0.89
            1            5          708          0.1         0.90
            1            5          709          0.1         0.99
            1            5          710          0.1         1.06
            1            5          711          0.1         0.84
            1            5          712          0.1         0.89
            1            5          713          0.1         1.13
            1            5          714          0.1         1.06
            1            5          715          0.1         1.12
            1            5          716          0.1         1.15
            1            5          717          0.1         0.97
            1            5          718          0.1         1.02
            1            5          719          0.1         0.80
            1            5          720          0.1         0.96
            1            5          721          0.1         1.16
            1            5          722          0.1         1.09
            1            5          723          0.1         1.11
            1            5          724          0.1         0.96
            1            5          725          0.1         1.00
            1            5          726          0.1         0.98
            1            5          727          0.1         1.03
            1            5          728          0.1         1.04
            1            5          729          0.1         0.99
            1            5          730          0.1         0.82
            1            5          731          0.1         0.96
            1            5          732          0.1         0.81
            1            5          733          0.1         1.08
            1            5          734          0.1         0.96
            1            5          735          0.1         1.00
            1            5          736          0.1         1.23
            1            5          737          0.1         0.96
            1            5          738          0.1         0.95
            1            5          739          0.1         0.96
            1            5          740          0.1         1.12
            1            5          741          0.1         0.92
            1            5          742          0.1         0.98
            1            5          743          0.1         0.98
            1            5          744          0.1         1.11
            1            5          745          0.1         1.04
            1            5          746          0.1         1.07
            1            5          747          0.1         1.10
            1            5          748          0.1         1.12
            1            5          749          0.1         1.20
            2            6            7          0.1         1.14
            2            6            8          0.1         0.86
            2            6            9          0.1         1.04
            2            6           10          0.1         0.99
            2            6           11          0.1         1.09
            2            6           12          0.1         1.03
            2            6           13          0.1         0.95
            2            6           14          0.1         1.00
            2            6           15          0.1         0.91
            2            6           16          0.1         1.00
            2            6           17          0.1         1.03
            2            6           18          0.1         1.02
            2            6           19          0.1         1.03
            2            6           20          0.1         1.07
            2            6           21          0.1         1.09
            2            6           22          0.1         1.01
            2            6           23          0.1         0.85
            2            6           24          0.1         1.05
            2            6           25          0.1         0.93
            2            6           26          0.1         1.08
            2            6           27          0.1         0.84
            2            6           28          0.1         1.17
            2            6           29          0.1         0.97
            2            6           30          0.1         0.87
            2            6           31          0.1         1.00
            2            6           32          0.1         0.87
            2            6           33          0.1         0.90
