# 
# 
# EIS/Hinode Spectrum for eis_l1_20130708_002042
# px = 3
# py = 55
# ref wave = 202.044
# 
# wavelengths - Angstrom
# counts - intensities in counts
# ints_pre - erg/cm^2/s/sr/A from pre-flight calibration
# ints_nrl - erg/cm^2/s/sr/A from NRL in-flight calibration
# 
# missing data = -100.                                                             
# 
# TIME STAMP = Thu Feb 11 06:59:47 2016
# WARNING: Spectrum generated with beta software
# 
#     WAVE        COUNTS         ERROR      INTS_PRE       ERR_PRE      INTS_NRL       ERR_NRL
# Start Window 1
   188.690     1.853e+02     1.361e+01     1.935e+03     1.422e+02     1.748e+03     1.284e+02
   188.712     1.284e+02     1.133e+01     1.336e+03     1.179e+02     1.205e+03     1.063e+02
   188.735     1.093e+02     1.046e+01     1.133e+03     1.084e+02     1.021e+03     9.763e+01
   188.757     1.563e+02     1.250e+01     1.616e+03     1.292e+02     1.453e+03     1.162e+02
   188.779     2.344e+02     1.531e+01     2.414e+03     1.577e+02     2.168e+03     1.416e+02
   188.802     3.019e+02     1.738e+01     3.096e+03     1.782e+02     2.777e+03     1.598e+02
   188.824     2.895e+02     1.701e+01     2.958e+03     1.738e+02     2.650e+03     1.557e+02
   188.846     1.938e+02     1.392e+01     1.972e+03     1.417e+02     1.764e+03     1.268e+02
   188.868     1.063e+02     1.031e+01     1.078e+03     1.046e+02     9.634e+02     9.343e+01
   188.891     6.251e+01     7.906e+00     6.317e+02     7.990e+01     5.636e+02     7.128e+01
   188.913     6.450e+01     8.031e+00     6.495e+02     8.087e+01     5.787e+02     7.206e+01
   188.935     1.102e+02     1.050e+01     1.106e+03     1.053e+02     9.842e+02     9.374e+01
   188.958     2.534e+02     1.592e+01     2.535e+03     1.593e+02     2.253e+03     1.415e+02
   188.980     4.662e+02     2.159e+01     4.647e+03     2.152e+02     4.124e+03     1.910e+02
   189.002     5.599e+02     2.366e+01     5.558e+03     2.349e+02     4.926e+03     2.082e+02
   189.025     4.462e+02     2.112e+01     4.413e+03     2.089e+02     3.906e+03     1.849e+02
   189.047     2.888e+02     1.699e+01     2.846e+03     1.675e+02     2.515e+03     1.480e+02
   189.069     2.523e+02     1.588e+01     2.478e+03     1.560e+02     2.187e+03     1.377e+02
   189.091     3.372e+02     1.836e+01     3.299e+03     1.797e+02     2.909e+03     1.584e+02
   189.114     4.503e+02     2.122e+01     4.393e+03     2.070e+02     3.868e+03     1.823e+02
   189.136     4.494e+02     2.120e+01     4.369e+03     2.061e+02     3.841e+03     1.812e+02
   189.158     3.111e+02     1.764e+01     3.012e+03     1.707e+02     2.645e+03     1.499e+02
   189.181     1.801e+02     1.342e+01     1.737e+03     1.294e+02     1.524e+03     1.135e+02
   189.203     1.332e+02     1.154e+01     1.281e+03     1.109e+02     1.122e+03     9.717e+01
# Start Window 2
   189.225     1.162e+02     1.078e+01     1.113e+03     1.033e+02     9.739e+02     9.033e+01
   189.247     1.122e+02     1.059e+01     1.071e+03     1.011e+02     9.355e+02     8.832e+01
   189.270     8.588e+01     9.267e+00     8.174e+02     8.820e+01     7.131e+02     7.695e+01
   189.292     7.374e+01     8.587e+00     6.994e+02     8.145e+01     6.094e+02     7.097e+01
   189.314     6.426e+01     8.016e+00     6.069e+02     7.571e+01     5.282e+02     6.589e+01
   189.337     6.603e+01     8.126e+00     6.215e+02     7.649e+01     5.402e+02     6.648e+01
   189.359     7.131e+01     8.444e+00     6.689e+02     7.921e+01     5.806e+02     6.876e+01
   189.381     8.115e+01     9.008e+00     7.586e+02     8.421e+01     6.577e+02     7.301e+01
   189.404     9.485e+01     9.739e+00     8.837e+02     9.073e+01     7.651e+02     7.856e+01
   189.426     8.291e+01     9.105e+00     7.697e+02     8.454e+01     6.657e+02     7.311e+01
   189.448     7.238e+01     8.507e+00     6.697e+02     7.872e+01     5.784e+02     6.799e+01
   189.470     5.235e+01     7.235e+00     4.827e+02     6.672e+01     4.164e+02     5.756e+01
   189.493     4.340e+01     6.588e+00     3.991e+02     6.059e+01     3.439e+02     5.220e+01
   189.515     3.518e+01     5.932e+00     3.225e+02     5.437e+01     2.775e+02     4.679e+01
   189.537     5.699e+01     7.549e+00     5.202e+02     6.891e+01     4.471e+02     5.923e+01
   189.560     6.962e+01     8.344e+00     6.335e+02     7.592e+01     5.438e+02     6.518e+01
   189.582     8.118e+01     9.010e+00     7.362e+02     8.171e+01     6.312e+02     7.006e+01
   189.604     7.451e+01     8.632e+00     6.734e+02     7.802e+01     5.767e+02     6.682e+01
   189.627     7.316e+01     8.553e+00     6.595e+02     7.711e+01     5.641e+02     6.596e+01
   189.649     9.903e+01     9.951e+00     8.898e+02     8.941e+01     7.602e+02     7.639e+01
   189.671     1.529e+02     1.236e+01     1.368e+03     1.107e+02     1.167e+03     9.443e+01
   189.693     3.062e+02     1.750e+01     2.731e+03     1.561e+02     2.328e+03     1.331e+02
   189.716     4.065e+02     2.016e+01     3.615e+03     1.793e+02     3.077e+03     1.526e+02
   189.738     3.532e+02     1.879e+01     3.132e+03     1.667e+02     2.664e+03     1.417e+02
   189.760     2.101e+02     1.450e+01     1.858e+03     1.281e+02     1.578e+03     1.089e+02
   189.783     9.908e+01     9.954e+00     8.725e+02     8.765e+01     7.403e+02     7.437e+01
   189.805     4.617e+01     6.795e+00     4.052e+02     5.964e+01     3.434e+02     5.054e+01
   189.827     4.191e+01     6.474e+00     3.667e+02     5.664e+01     3.104e+02     4.795e+01
   189.849     4.370e+01     6.610e+00     3.811e+02     5.765e+01     3.223e+02     4.875e+01
   189.872     9.557e+01     9.776e+00     8.315e+02     8.505e+01     7.023e+02     7.184e+01
   189.894     2.123e+02     1.457e+01     1.841e+03     1.264e+02     1.554e+03     1.066e+02
   189.916     3.780e+02     1.944e+01     3.265e+03     1.680e+02     2.752e+03     1.416e+02
   189.939     4.607e+02     2.146e+01     3.968e+03     1.849e+02     3.340e+03     1.556e+02
   189.961     4.100e+02     2.025e+01     3.519e+03     1.738e+02     2.960e+03     1.462e+02
   189.983     4.301e+02     2.074e+01     3.684e+03     1.776e+02     3.095e+03     1.492e+02
   190.005     6.871e+02     2.621e+01     5.866e+03     2.238e+02     4.923e+03     1.878e+02
   190.028     9.307e+02     3.051e+01     7.915e+03     2.594e+02     6.635e+03     2.175e+02
   190.050     9.099e+02     3.016e+01     7.713e+03     2.557e+02     6.459e+03     2.141e+02
   190.072     6.200e+02     2.490e+01     5.243e+03     2.106e+02     4.385e+03     1.761e+02
   190.095     3.251e+02     1.803e+01     2.740e+03     1.520e+02     2.290e+03     1.270e+02
   190.117     1.801e+02     1.342e+01     1.513e+03     1.127e+02     1.263e+03     9.407e+01
   190.139     1.149e+02     1.072e+01     9.614e+02     8.970e+01     8.016e+02     7.480e+01
   190.161     9.049e+01     9.512e+00     7.550e+02     7.937e+01     6.289e+02     6.611e+01
   190.184     7.384e+01     8.593e+00     6.146e+02     7.153e+01     5.114e+02     5.951e+01
   190.206     6.426e+01     8.016e+00     5.332e+02     6.652e+01     4.432e+02     5.529e+01
   190.228     7.068e+01     8.407e+00     5.843e+02     6.950e+01     4.852e+02     5.771e+01
   190.251     9.855e+01     9.927e+00     8.121e+02     8.181e+01     6.737e+02     6.786e+01
   190.273     1.478e+02     1.216e+01     1.215e+03     9.994e+01     1.007e+03     8.281e+01
   190.295     1.740e+02     1.319e+01     1.426e+03     1.081e+02     1.181e+03     8.951e+01
   190.317     2.066e+02     1.437e+01     1.687e+03     1.174e+02     1.395e+03     9.707e+01
   190.340     2.869e+02     1.694e+01     2.336e+03     1.379e+02     1.930e+03     1.139e+02
   190.362     3.980e+02     1.995e+01     3.230e+03     1.619e+02     2.666e+03     1.336e+02
   190.384     3.912e+02     1.978e+01     3.168e+03     1.602e+02     2.612e+03     1.321e+02
   190.407     3.096e+02     1.759e+01     2.499e+03     1.420e+02     2.059e+03     1.170e+02
   190.429     1.960e+02     1.400e+01     1.577e+03     1.126e+02     1.297e+03     9.267e+01
   190.451     1.355e+02     1.164e+01     1.087e+03     9.336e+01     8.937e+02     7.676e+01
   190.474     9.327e+01     9.658e+00     7.462e+02     7.727e+01     6.130e+02     6.347e+01
   190.496     7.527e+01     8.676e+00     6.004e+02     6.920e+01     4.927e+02     5.680e+01
   190.518     7.840e+01     8.855e+00     6.231e+02     7.038e+01     5.109e+02     5.770e+01
   190.540     7.939e+01     8.910e+00     6.291e+02     7.061e+01     5.153e+02     5.784e+01
   190.563     6.843e+01     8.272e+00     5.411e+02     6.541e+01     4.428e+02     5.353e+01
   190.585     5.748e+01     7.582e+00     4.532e+02     5.977e+01     3.706e+02     4.887e+01
   190.607     5.222e+01     7.226e+00     4.102e+02     5.676e+01     3.351e+02     4.637e+01
   190.630     4.344e+01     6.591e+00     3.402e+02     5.162e+01     2.777e+02     4.214e+01
   190.652     4.437e+01     6.661e+00     3.467e+02     5.206e+01     2.828e+02     4.245e+01
   190.674     6.273e+01     7.920e+00     4.888e+02     6.172e+01     3.983e+02     5.029e+01
   190.696     7.318e+01     8.555e+00     5.683e+02     6.643e+01     4.627e+02     5.408e+01
   190.719     7.018e+01     8.377e+00     5.434e+02     6.487e+01     4.420e+02     5.276e+01
   190.741     5.626e+01     7.500e+00     4.347e+02     5.795e+01     3.533e+02     4.710e+01
   190.763     4.885e+01     6.989e+00     3.764e+02     5.385e+01     3.056e+02     4.373e+01
   190.786     7.074e+01     8.411e+00     5.431e+02     6.458e+01     4.407e+02     5.239e+01
   190.808     1.083e+02     1.041e+01     8.292e+02     7.968e+01     6.723e+02     6.460e+01
   190.830     1.299e+02     1.140e+01     9.928e+02     8.709e+01     8.042e+02     7.055e+01
   190.852     1.498e+02     1.224e+01     1.142e+03     9.326e+01     9.240e+02     7.548e+01
   190.875     1.713e+02     1.309e+01     1.301e+03     9.939e+01     1.052e+03     8.038e+01
   190.897     1.669e+02     1.292e+01     1.264e+03     9.788e+01     1.022e+03     7.910e+01
   190.919     1.418e+02     1.191e+01     1.071e+03     8.998e+01     8.652e+02     7.266e+01
   190.942     1.231e+02     1.110e+01     9.274e+02     8.357e+01     7.482e+02     6.743e+01
   190.964     1.502e+02     1.225e+01     1.128e+03     9.202e+01     9.091e+02     7.419e+01
   190.986     2.417e+02     1.555e+01     1.812e+03     1.165e+02     1.460e+03     9.387e+01
   191.008     4.363e+02     2.089e+01     3.261e+03     1.561e+02     2.625e+03     1.257e+02
   191.031     5.685e+02     2.384e+01     4.234e+03     1.776e+02     3.406e+03     1.428e+02
   191.053     5.281e+02     2.298e+01     3.926e+03     1.708e+02     3.155e+03     1.373e+02
   191.075     3.115e+02     1.765e+01     2.309e+03     1.308e+02     1.854e+03     1.051e+02
   191.098     1.447e+02     1.203e+01     1.069e+03     8.887e+01     8.579e+02     7.131e+01
   191.120     7.811e+01     8.838e+00     5.754e+02     6.511e+01     4.614e+02     5.221e+01
   191.142     8.127e+01     9.015e+00     5.975e+02     6.628e+01     4.787e+02     5.310e+01
   191.164     1.382e+02     1.176e+01     1.014e+03     8.621e+01     8.115e+02     6.902e+01
   191.187     2.586e+02     1.608e+01     1.890e+03     1.175e+02     1.512e+03     9.402e+01
   191.209     4.005e+02     2.001e+01     2.921e+03     1.460e+02     2.335e+03     1.167e+02
   191.231     4.667e+02     2.160e+01     3.395e+03     1.571e+02     2.712e+03     1.255e+02
   191.254     4.429e+02     2.105e+01     3.211e+03     1.526e+02     2.563e+03     1.218e+02
   191.276     3.653e+02     1.911e+01     2.641e+03     1.382e+02     2.107e+03     1.102e+02
   191.298     2.294e+02     1.515e+01     1.656e+03     1.093e+02     1.320e+03     8.713e+01
   191.320     1.457e+02     1.207e+01     1.049e+03     8.690e+01     8.356e+02     6.921e+01
   191.343     1.253e+02     1.120e+01     8.992e+02     8.032e+01     7.157e+02     6.393e+01
   191.365     1.457e+02     1.207e+01     1.044e+03     8.645e+01     8.301e+02     6.876e+01
   191.387     1.752e+02     1.324e+01     1.251e+03     9.453e+01     9.945e+02     7.514e+01
   191.410     1.781e+02     1.335e+01     1.268e+03     9.500e+01     1.007e+03     7.546e+01
   191.432     1.527e+02     1.236e+01     1.085e+03     8.782e+01     8.615e+02     6.971e+01
   191.454     1.190e+02     1.091e+01     8.434e+02     7.731e+01     6.690e+02     6.133e+01
   191.477     9.067e+01     9.522e+00     6.406e+02     6.727e+01     5.078e+02     5.333e+01
   191.499     6.074e+01     7.794e+00     4.283e+02     5.496e+01     3.393e+02     4.354e+01
   191.521     6.197e+01     7.872e+00     4.359e+02     5.538e+01     3.451e+02     4.384e+01
   191.543     6.912e+01     8.314e+00     4.847e+02     5.830e+01     3.835e+02     4.613e+01
   191.566     8.169e+01     9.038e+00     5.718e+02     6.326e+01     4.521e+02     5.002e+01
   191.588     8.389e+01     9.159e+00     5.857e+02     6.395e+01     4.629e+02     5.054e+01
   191.610     9.181e+01     9.582e+00     6.390e+02     6.669e+01     5.047e+02     5.267e+01
   191.633     8.066e+01     8.981e+00     5.604e+02     6.240e+01     4.424e+02     4.925e+01
   191.655     7.551e+01     8.689e+00     5.233e+02     6.023e+01     4.128e+02     4.751e+01
   191.677     8.044e+01     8.969e+00     5.558e+02     6.197e+01     4.382e+02     4.886e+01
   191.699     8.602e+01     9.274e+00     5.933e+02     6.397e+01     4.675e+02     5.041e+01
   191.722     9.157e+01     9.569e+00     6.301e+02     6.585e+01     4.962e+02     5.186e+01
   191.744     1.024e+02     1.012e+01     7.024e+02     6.941e+01     5.529e+02     5.464e+01
   191.766     1.630e+02     1.277e+01     1.116e+03     8.744e+01     8.782e+02     6.879e+01
   191.789     2.228e+02     1.493e+01     1.522e+03     1.020e+02     1.197e+03     8.019e+01
   191.811     2.338e+02     1.529e+01     1.593e+03     1.042e+02     1.252e+03     8.185e+01
   191.833     1.795e+02     1.340e+01     1.221e+03     9.112e+01     9.590e+02     7.157e+01
   191.855     1.282e+02     1.132e+01     8.699e+02     7.682e+01     6.830e+02     6.031e+01
   191.878     1.025e+02     1.013e+01     6.935e+02     6.849e+01     5.442e+02     5.374e+01
   191.900     7.653e+01     8.748e+00     5.168e+02     5.908e+01     4.054e+02     4.634e+01
   191.922     8.274e+01     9.096e+00     5.575e+02     6.129e+01     4.371e+02     4.805e+01
   191.945     1.202e+02     1.096e+01     8.075e+02     7.365e+01     6.328e+02     5.772e+01
   191.967     2.355e+02     1.534e+01     1.579e+03     1.029e+02     1.237e+03     8.061e+01
   191.989     4.165e+02     2.041e+01     2.787e+03     1.366e+02     2.182e+03     1.069e+02
   192.011     5.396e+02     2.323e+01     3.600e+03     1.550e+02     2.817e+03     1.213e+02
   192.034     5.092e+02     2.257e+01     3.392e+03     1.503e+02     2.653e+03     1.176e+02
   192.056     3.905e+02     1.976e+01     2.595e+03     1.313e+02     2.029e+03     1.027e+02
   192.078     3.403e+02     1.845e+01     2.255e+03     1.222e+02     1.762e+03     9.552e+01
   192.101     2.881e+02     1.697e+01     1.906e+03     1.123e+02     1.489e+03     8.770e+01
   192.123     1.955e+02     1.398e+01     1.291e+03     9.229e+01     1.008e+03     7.206e+01
   192.145     1.792e+02     1.339e+01     1.180e+03     8.816e+01     9.210e+02     6.880e+01
   192.167     1.948e+02     1.396e+01     1.280e+03     9.170e+01     9.983e+02     7.153e+01
   192.190     1.809e+02     1.345e+01     1.185e+03     8.812e+01     9.243e+02     6.871e+01
   192.212     1.458e+02     1.207e+01     9.537e+02     7.898e+01     7.433e+02     6.156e+01
   192.234     1.111e+02     1.054e+01     7.252e+02     6.880e+01     5.650e+02     5.360e+01
   192.257     1.249e+02     1.118e+01     8.128e+02     7.273e+01     6.330e+02     5.664e+01
   192.279     1.676e+02     1.294e+01     1.089e+03     8.412e+01     8.477e+02     6.548e+01
   192.301     2.862e+02     1.692e+01     1.856e+03     1.097e+02     1.444e+03     8.536e+01
   192.323     5.675e+02     2.382e+01     3.671e+03     1.541e+02     2.856e+03     1.199e+02
   192.346     1.565e+03     3.956e+01     1.010e+04     2.554e+02     7.855e+03     1.986e+02
   192.368     3.198e+03     5.655e+01     2.059e+04     3.640e+02     1.600e+04     2.830e+02
   192.390     4.118e+03     6.417e+01     2.647e+04     4.125e+02     2.057e+04     3.206e+02
   192.413     3.365e+03     5.801e+01     2.158e+04     3.721e+02     1.677e+04     2.891e+02
   192.435     1.717e+03     4.144e+01     1.098e+04     2.651e+02     8.531e+03     2.059e+02
   192.457     6.114e+02     2.473e+01     3.906e+03     1.579e+02     3.032e+03     1.226e+02
   192.479     2.072e+02     1.440e+01     1.321e+03     9.176e+01     1.025e+03     7.122e+01
   192.502     1.050e+02     1.025e+01     6.682e+02     6.519e+01     5.185e+02     5.059e+01
   192.524     9.646e+01     9.821e+00     6.123e+02     6.234e+01     4.750e+02     4.836e+01
   192.546     1.127e+02     1.062e+01     7.134e+02     6.720e+01     5.532e+02     5.212e+01
   192.569     1.909e+02     1.382e+01     1.207e+03     8.735e+01     9.357e+02     6.772e+01
   192.591     3.706e+02     1.925e+01     2.338e+03     1.214e+02     1.812e+03     9.414e+01
   192.613     5.432e+02     2.331e+01     3.420e+03     1.467e+02     2.651e+03     1.137e+02
   192.635     5.431e+02     2.330e+01     3.413e+03     1.464e+02     2.644e+03     1.135e+02
   192.658     3.540e+02     1.881e+01     2.218e+03     1.179e+02     1.718e+03     9.133e+01
   192.680     2.271e+02     1.507e+01     1.421e+03     9.432e+01     1.101e+03     7.305e+01
   192.702     1.683e+02     1.297e+01     1.052e+03     8.104e+01     8.143e+02     6.276e+01
   192.725     2.359e+02     1.536e+01     1.471e+03     9.575e+01     1.139e+03     7.413e+01
   192.747     4.705e+02     2.169e+01     2.927e+03     1.350e+02     2.266e+03     1.045e+02
   192.769     9.749e+02     3.122e+01     6.050e+03     1.938e+02     4.683e+03     1.500e+02
   192.791     1.622e+03     4.027e+01     1.005e+04     2.496e+02     7.780e+03     1.932e+02
   192.814     1.915e+03     4.376e+01     1.184e+04     2.707e+02     9.164e+03     2.094e+02
   192.836     1.518e+03     3.896e+01     9.371e+03     2.405e+02     7.250e+03     1.861e+02
   192.858     9.026e+02     3.004e+01     5.562e+03     1.851e+02     4.303e+03     1.432e+02
   192.881     5.711e+02     2.390e+01     3.513e+03     1.470e+02     2.717e+03     1.137e+02
   192.903     4.381e+02     2.093e+01     2.690e+03     1.285e+02     2.081e+03     9.940e+01
   192.925     3.087e+02     1.757e+01     1.890e+03     1.076e+02     1.462e+03     8.322e+01
   192.947     2.313e+02     1.521e+01     1.415e+03     9.302e+01     1.094e+03     7.195e+01
   192.970     2.010e+02     1.418e+01     1.227e+03     8.655e+01     9.490e+02     6.694e+01
   192.992     1.620e+02     1.273e+01     9.875e+02     7.757e+01     7.637e+02     5.999e+01
   193.014     1.227e+02     1.108e+01     7.462e+02     6.737e+01     5.771e+02     5.210e+01
   193.037     9.824e+01     9.911e+00     5.963e+02     6.017e+01     4.612e+02     4.653e+01
   193.059     8.745e+01     9.351e+00     5.298e+02     5.666e+01     4.097e+02     4.381e+01
   193.081     8.394e+01     9.162e+00     5.073e+02     5.537e+01     3.922e+02     4.281e+01
   193.104     8.014e+01     8.952e+00     4.837e+02     5.403e+01     3.740e+02     4.178e+01
   193.126     8.035e+01     8.964e+00     4.841e+02     5.400e+01     3.743e+02     4.176e+01
   193.148     8.643e+01     9.297e+00     5.197e+02     5.590e+01     4.019e+02     4.323e+01
   193.170     1.148e+02     1.072e+01     6.891e+02     6.431e+01     5.329e+02     4.973e+01
   193.193     1.196e+02     1.094e+01     7.164e+02     6.551e+01     5.539e+02     5.066e+01
   193.215     1.593e+02     1.262e+01     9.525e+02     7.547e+01     7.365e+02     5.836e+01
   193.237     1.733e+02     1.317e+01     1.035e+03     7.859e+01     8.001e+02     6.077e+01
   193.259     2.009e+02     1.418e+01     1.197e+03     8.446e+01     9.260e+02     6.532e+01
   193.282     1.692e+02     1.301e+01     1.005e+03     7.730e+01     7.776e+02     5.979e+01
   193.304     1.339e+02     1.157e+01     7.952e+02     6.871e+01     6.150e+02     5.315e+01
   193.326     1.204e+02     1.097e+01     7.137e+02     6.504e+01     5.521e+02     5.031e+01
   193.349     1.437e+02     1.199e+01     8.499e+02     7.091e+01     6.575e+02     5.486e+01
   193.371     2.023e+02     1.422e+01     1.195e+03     8.400e+01     9.245e+02     6.499e+01
   193.393     2.648e+02     1.627e+01     1.561e+03     9.593e+01     1.208e+03     7.424e+01
   193.415     4.566e+02     2.137e+01     2.687e+03     1.257e+02     2.080e+03     9.732e+01
   193.438     1.184e+03     3.441e+01     6.955e+03     2.021e+02     5.384e+03     1.565e+02
   193.460     3.413e+03     5.842e+01     2.002e+04     3.426e+02     1.550e+04     2.653e+02
   193.482     5.677e+03     7.535e+01     3.324e+04     4.412e+02     2.574e+04     3.416e+02
   193.505     5.694e+03     7.546e+01     3.328e+04     4.411e+02     2.577e+04     3.416e+02
   193.527     5.706e+03     7.554e+01     3.329e+04     4.408e+02     2.579e+04     3.414e+02
   193.549     3.945e+03     6.281e+01     2.298e+04     3.659e+02     1.780e+04     2.835e+02
   193.572     1.500e+03     3.874e+01     8.721e+03     2.251e+02     6.759e+03     1.745e+02
   193.594     5.517e+02     2.349e+01     3.203e+03     1.364e+02     2.483e+03     1.057e+02
   193.616     3.209e+02     1.792e+01     1.861e+03     1.039e+02     1.443e+03     8.053e+01
   193.638     2.718e+02     1.649e+01     1.573e+03     9.542e+01     1.220e+03     7.400e+01
   193.661     3.256e+02     1.805e+01     1.882e+03     1.043e+02     1.460e+03     8.090e+01
   193.683     5.323e+02     2.307e+01     3.071e+03     1.331e+02     2.383e+03     1.033e+02
   193.705     7.252e+02     2.693e+01     4.178e+03     1.551e+02     3.243e+03     1.204e+02
   193.728     7.055e+02     2.656e+01     4.058e+03     1.528e+02     3.151e+03     1.186e+02
   193.750     5.175e+02     2.275e+01     2.972e+03     1.307e+02     2.308e+03     1.015e+02
   193.772     3.093e+02     1.759e+01     1.774e+03     1.009e+02     1.378e+03     7.835e+01
   193.794     2.140e+02     1.463e+01     1.225e+03     8.375e+01     9.521e+02     6.509e+01
   193.817     2.657e+02     1.630e+01     1.519e+03     9.320e+01     1.181e+03     7.245e+01
   193.839     4.207e+02     2.051e+01     2.402e+03     1.171e+02     1.868e+03     9.106e+01
   193.861     5.778e+02     2.404e+01     3.293e+03     1.370e+02     2.562e+03     1.066e+02
   193.883     5.438e+02     2.332e+01     3.096e+03     1.327e+02     2.409e+03     1.033e+02
   193.906     3.777e+02     1.943e+01     2.147e+03     1.105e+02     1.671e+03     8.601e+01
   193.928     2.033e+02     1.426e+01     1.154e+03     8.094e+01     8.989e+02     6.304e+01
   193.950     1.394e+02     1.181e+01     7.904e+02     6.693e+01     6.158e+02     5.215e+01
   193.973     1.407e+02     1.186e+01     7.964e+02     6.714e+01     6.208e+02     5.234e+01
   193.995     1.923e+02     1.387e+01     1.087e+03     7.838e+01     8.476e+02     6.112e+01
   194.017     2.529e+02     1.590e+01     1.428e+03     8.976e+01     1.114e+03     7.003e+01
   194.040     3.077e+02     1.754e+01     1.734e+03     9.887e+01     1.354e+03     7.716e+01
   194.062     3.381e+02     1.839e+01     1.903e+03     1.035e+02     1.486e+03     8.080e+01
   194.084     3.616e+02     1.901e+01     2.032e+03     1.069e+02     1.587e+03     8.346e+01
   194.106     3.138e+02     1.771e+01     1.761e+03     9.942e+01     1.376e+03     7.768e+01
   194.129     2.314e+02     1.521e+01     1.297e+03     8.526e+01     1.014e+03     6.665e+01
   194.151     1.291e+02     1.136e+01     7.227e+02     6.360e+01     5.652e+02     4.973e+01
   194.173     1.031e+02     1.015e+01     5.760e+02     5.674e+01     4.506e+02     4.439e+01
   194.195     1.027e+02     1.013e+01     5.732e+02     5.656e+01     4.486e+02     4.427e+01
   194.218     1.175e+02     1.084e+01     6.549e+02     6.042e+01     5.128e+02     4.731e+01
   194.240     1.307e+02     1.143e+01     7.276e+02     6.364e+01     5.700e+02     4.985e+01
   194.262     1.344e+02     1.159e+01     7.469e+02     6.444e+01     5.854e+02     5.051e+01
   194.285     1.697e+02     1.303e+01     9.424e+02     7.233e+01     7.389e+02     5.672e+01
   194.307     2.090e+02     1.446e+01     1.159e+03     8.017e+01     9.092e+02     6.289e+01
   194.329     1.991e+02     1.411e+01     1.102e+03     7.814e+01     8.653e+02     6.133e+01
   194.351     1.929e+02     1.389e+01     1.067e+03     7.682e+01     8.378e+02     6.033e+01
   194.374     2.039e+02     1.428e+01     1.127e+03     7.889e+01     8.852e+02     6.199e+01
   194.396     2.163e+02     1.471e+01     1.193e+03     8.115e+01     9.382e+02     6.379e+01
   194.418     1.971e+02     1.404e+01     1.086e+03     7.738e+01     8.546e+02     6.087e+01
   194.441     1.392e+02     1.180e+01     7.660e+02     6.494e+01     6.029e+02     5.111e+01
   194.463     1.068e+02     1.033e+01     5.872e+02     5.682e+01     4.624e+02     4.474e+01
   194.485     9.205e+01     9.594e+00     5.056e+02     5.269e+01     3.983e+02     4.152e+01
   194.507     8.274e+01     9.096e+00     4.539e+02     4.990e+01     3.578e+02     3.934e+01
   194.530     8.045e+01     8.970e+00     4.409e+02     4.915e+01     3.478e+02     3.877e+01
   194.552     1.044e+02     1.022e+01     5.713e+02     5.592e+01     4.510e+02     4.414e+01
   194.574     1.645e+02     1.283e+01     8.995e+02     7.013e+01     7.104e+02     5.539e+01
   194.597     2.561e+02     1.600e+01     1.399e+03     8.740e+01     1.105e+03     6.907e+01
   194.619     3.858e+02     1.964e+01     2.105e+03     1.072e+02     1.665e+03     8.475e+01
   194.641     5.195e+02     2.279e+01     2.831e+03     1.242e+02     2.241e+03     9.830e+01
   194.663     5.075e+02     2.253e+01     2.764e+03     1.227e+02     2.188e+03     9.713e+01
   194.686     3.617e+02     1.902e+01     1.967e+03     1.035e+02     1.559e+03     8.197e+01
   194.708     2.496e+02     1.580e+01     1.356e+03     8.586e+01     1.075e+03     6.807e+01
   194.730     2.121e+02     1.456e+01     1.152e+03     7.908e+01     9.137e+02     6.274e+01
   194.753     2.443e+02     1.563e+01     1.325e+03     8.478e+01     1.052e+03     6.731e+01
   194.775     3.118e+02     1.766e+01     1.690e+03     9.570e+01     1.342e+03     7.603e+01
   194.797     3.557e+02     1.886e+01     1.926e+03     1.021e+02     1.531e+03     8.119e+01
   194.819     3.323e+02     1.823e+01     1.798e+03     9.863e+01     1.430e+03     7.847e+01
   194.842     2.824e+02     1.680e+01     1.526e+03     9.084e+01     1.215e+03     7.232e+01
   194.864     2.727e+02     1.651e+01     1.473e+03     8.918e+01     1.173e+03     7.106e+01
   194.886     3.013e+02     1.736e+01     1.626e+03     9.368e+01     1.297e+03     7.469e+01
   194.909     3.009e+02     1.735e+01     1.623e+03     9.354e+01     1.295e+03     7.463e+01
   194.931     2.636e+02     1.624e+01     1.420e+03     8.748e+01     1.134e+03     6.986e+01
   194.953     1.978e+02     1.407e+01     1.065e+03     7.573e+01     8.512e+02     6.052e+01
   194.975     1.729e+02     1.315e+01     9.302e+02     7.074e+01     7.439e+02     5.657e+01
   194.998     2.092e+02     1.446e+01     1.125e+03     7.776e+01     9.001e+02     6.223e+01
   195.020     4.434e+02     2.106e+01     2.382e+03     1.131e+02     1.908e+03     9.060e+01
   195.042     1.371e+03     3.702e+01     7.357e+03     1.987e+02     5.897e+03     1.593e+02
   195.065     4.333e+03     6.583e+01     2.324e+04     3.530e+02     1.864e+04     2.832e+02
   195.087     5.740e+03     7.577e+01     3.076e+04     4.060e+02     2.469e+04     3.259e+02
   195.109     5.736e+03     7.573e+01     3.071e+04     4.055e+02     2.467e+04     3.258e+02
   195.131     5.746e+03     7.580e+01     3.074e+04     4.056e+02     2.472e+04     3.261e+02
   195.154     5.733e+03     7.572e+01     3.065e+04     4.048e+02     2.466e+04     3.257e+02
